epoch_count,regression_error,classification_error
1136,0.0969876,0.210526
1137,0.0965342,0.210526
1138,0.0964286,0.210526
1139,0.0963457,0.210526
1140,0.0962842,0.210526
1141,0.0962307,0.210526
1142,0.0963947,0.210526
1143,0.0964434,0.210526
1144,0.0967631,0.236842
1145,0.0970282,0.236842
1146,0.0962526,0.210526
1147,0.0962839,0.210526
1148,0.0963426,0.210526
1149,0.0966644,0.236842
1150,0.0961097,0.210526
1151,0.0961266,0.210526
1152,0.0962749,0.210526
1153,0.0962572,0.210526
1154,0.0971106,0.184211
1155,0.0987981,0.157895
1156,0.0974289,0.157895
1157,0.0965834,0.210526
1158,0.0960668,0.210526
1159,0.0971292,0.157895
1160,0.099374,0.157895
1161,0.0973822,0.157895
1162,0.0994407,0.157895
1163,0.0991101,0.157895
1164,0.102049,0.0789474
1165,0.106554,0.105263
1166,0.105703,0.0789474
1167,0.102626,0.0789474
1168,0.0996,0.157895
1169,0.0992296,0.157895
1170,0.101919,0.0789474
1171,0.101577,0.0789474
1172,0.101201,0.105263
1173,0.100786,0.131579
1174,0.104402,0.0789474
1175,0.101201,0.105263
1176,0.105377,0.0789474
1177,0.10178,0.0789474
1178,0.104713,0.0789474
1179,0.109142,0.0789474
1180,0.113482,0.131579
1181,0.118329,0.184211
1182,0.1169,0.184211
1183,0.122807,0.289474
1184,0.121104,0.236842
1185,0.123999,0.315789
1186,0.115546,0.157895
1187,0.109262,0.0789474
1188,0.10462,0.0789474
1189,0.108384,0.0789474
1190,0.10763,0.0526316
1191,0.112516,0.131579
1192,0.116794,0.157895
1193,0.119846,0.210526
1194,0.12385,0.289474
1195,0.121591,0.236842
1196,0.120313,0.210526
1197,0.123287,0.289474
1198,0.121346,0.236842
1199,0.113886,0.131579
1200,0.112561,0.131579
1201,0.116857,0.157895
1202,0.115325,0.157895
1203,0.108966,0.0789474
1204,0.113584,0.131579
1205,0.118614,0.184211
1206,0.11633,0.157895
1207,0.109983,0.0789474
1208,0.105054,0.0789474
1209,0.108615,0.0789474
1210,0.112148,0.131579
1211,0.115902,0.157895
1212,0.119425,0.210526
1213,0.11234,0.131579
1214,0.111144,0.105263
1215,0.114803,0.157895
1216,0.11768,0.184211
1217,0.11593,0.157895
1218,0.121919,0.236842
1219,0.125075,0.315789
1220,0.130011,0.368421
1221,0.121172,0.210526
1222,0.12718,0.368421
1223,0.13198,0.368421
1224,0.135168,0.394737
1225,0.132598,0.368421
1226,0.123563,0.236842
1227,0.115805,0.157895
1228,0.114291,0.131579
1229,0.108234,0.0789474
1230,0.111727,0.131579
1231,0.106461,0.105263
1232,0.111049,0.105263
1233,0.116512,0.157895
1234,0.121832,0.236842
1235,0.114875,0.157895
1236,0.11387,0.131579
1237,0.112681,0.131579
1238,0.117885,0.184211
1239,0.116045,0.157895
1240,0.120575,0.236842
1241,0.118828,0.210526
1242,0.112395,0.131579
1243,0.117337,0.184211
1244,0.122625,0.263158
1245,0.115457,0.157895
1246,0.109339,0.0789474
1247,0.113921,0.157895
1248,0.107945,0.0789474
1249,0.103274,0.0789474
1250,0.107261,0.0526316
1251,0.106587,0.0526316
1252,0.110936,0.105263
1253,0.115354,0.157895
1254,0.109451,0.0789474
1255,0.108167,0.0526316
1256,0.107215,0.0526316
1257,0.103242,0.0789474
1258,0.107385,0.0526316
1259,0.106845,0.0526316
1260,0.106054,0.0526316
1261,0.110245,0.105263
1262,0.11454,0.157895
1263,0.108584,0.0789474
1264,0.104202,0.0789474
1265,0.107472,0.0526316
1266,0.106177,0.0526316
1267,0.110132,0.105263
1268,0.114565,0.157895
1269,0.120337,0.210526
1270,0.126294,0.342105
1271,0.132368,0.368421
1272,0.136744,0.394737
1273,0.12689,0.342105
1274,0.118671,0.184211
1275,0.12255,0.236842
1276,0.126827,0.315789
1277,0.118179,0.184211
1278,0.123364,0.236842
1279,0.115718,0.157895
1280,0.113867,0.131579
1281,0.113003,0.131579
1282,0.116361,0.157895
1283,0.109883,0.0789474
1284,0.108433,0.0789474
1285,0.103727,0.0789474
1286,0.107326,0.0789474
1287,0.102788,0.0789474
1288,0.0998599,0.0789474
1289,0.102669,0.0789474
1290,0.100059,0.0789474
1291,0.0993737,0.105263
1292,0.0972134,0.157895
1293,0.0969362,0.157895
1294,0.0954514,0.157895
1295,0.0946753,0.184211
1296,0.0944434,0.210526
1297,0.0941877,0.210526
1298,0.0941224,0.210526
1299,0.094237,0.210526
1300,0.0947305,0.210526
1301,0.0942962,0.210526
1302,0.0946189,0.210526
1303,0.0945913,0.210526
1304,0.0951168,0.236842
1305,0.0940885,0.210526
1306,0.0946472,0.210526
1307,0.0946411,0.210526
1308,0.0939012,0.210526
1309,0.094029,0.210526
1310,0.0941032,0.210526
1311,0.0942707,0.210526
1312,0.0941547,0.210526
1313,0.0939869,0.210526
1314,0.094823,0.157895
1315,0.0945449,0.157895
1316,0.0943314,0.184211
1317,0.0941801,0.184211
1318,0.0958728,0.157895
1319,0.0956108,0.157895
1320,0.0954442,0.157895
1321,0.0944008,0.157895
1322,0.095952,0.157895
1323,0.0986613,0.0789474
1324,0.0982951,0.105263
1325,0.101029,0.0789474
1326,0.100274,0.0789474
1327,0.102708,0.0789474
1328,0.105046,0.0526316
1329,0.109281,0.105263
1330,0.104554,0.0789474
1331,0.10806,0.0789474
1332,0.111506,0.131579
1333,0.109884,0.131579
1334,0.105015,0.0526316
1335,0.100665,0.0789474
1336,0.0983183,0.105263
1337,0.0966206,0.157895
1338,0.0962328,0.157895
1339,0.0958959,0.157895
1340,0.0972476,0.184211
1341,0.0954839,0.157895
1342,0.0968065,0.157895
1343,0.0965275,0.157895
1344,0.0961065,0.157895
1345,0.0958085,0.157895
1346,0.0986353,0.0789474
1347,0.102223,0.0789474
1348,0.101908,0.0789474
1349,0.105318,0.0789474
1350,0.110314,0.131579
1351,0.104463,0.0526316
1352,0.107982,0.105263
1353,0.113867,0.157895
1354,0.119512,0.236842
1355,0.124074,0.315789
1356,0.115963,0.184211
1357,0.121278,0.236842
1358,0.126602,0.368421
1359,0.118026,0.210526
1360,0.111605,0.131579
1361,0.110715,0.131579
1362,0.114204,0.157895
1363,0.117502,0.184211
1364,0.120247,0.210526
1365,0.118968,0.210526
1366,0.111795,0.131579
1367,0.115822,0.157895
1368,0.109142,0.105263
1369,0.107975,0.0789474
1370,0.107383,0.0789474
1371,0.112152,0.131579
1372,0.106449,0.0789474
1373,0.105059,0.0526316
1374,0.101149,0.0789474
1375,0.10044,0.0789474
1376,0.104735,0.0526316
1377,0.103889,0.0789474
1378,0.10005,0.0789474
1379,0.10333,0.105263
1380,0.107675,0.0789474
1381,0.111696,0.131579
1382,0.115485,0.157895
1383,0.113662,0.157895
1384,0.107451,0.0789474
1385,0.111717,0.131579
1386,0.115911,0.184211
1387,0.109272,0.105263
1388,0.111835,0.131579
1389,0.110887,0.131579
1390,0.105319,0.0526316
1391,0.100747,0.0789474
1392,0.0976946,0.105263
1393,0.101119,0.0789474
1394,0.100304,0.0789474
1395,0.0994081,0.0789474
1396,0.103121,0.105263
1397,0.0997248,0.0789474
1398,0.0968554,0.157895
1399,0.0947081,0.157895
1400,0.0965369,0.184211
1401,0.0946784,0.157895
1402,0.0942428,0.157895
1403,0.0962745,0.157895
1404,0.0957441,0.157895
1405,0.0984348,0.0789474
1406,0.0961774,0.157895
1407,0.0959276,0.157895
1408,0.099102,0.0789474
1409,0.096198,0.157895
1410,0.0990455,0.0789474
1411,0.0961574,0.157895
1412,0.0988458,0.0789474
1413,0.098138,0.0789474
1414,0.101746,0.0789474
1415,0.105323,0.0789474
1416,0.101035,0.0789474
1417,0.0978481,0.0789474
1418,0.101663,0.0789474
1419,0.100537,0.0789474
1420,0.0995874,0.0789474
1421,0.103411,0.0789474
1422,0.102653,0.105263
1423,0.101901,0.0789474
1424,0.101543,0.0789474
1425,0.10663,0.0789474
1426,0.110558,0.131579
1427,0.115486,0.184211
1428,0.120077,0.236842
1429,0.118697,0.236842
1430,0.121562,0.236842
1431,0.113349,0.157895
1432,0.112387,0.157895
1433,0.110689,0.131579
1434,0.109335,0.131579
1435,0.114653,0.184211
1436,0.113748,0.157895
1437,0.11865,0.236842
1438,0.122894,0.315789
1439,0.120719,0.236842
1440,0.112899,0.157895
1441,0.111857,0.157895
1442,0.11647,0.210526
1443,0.120559,0.236842
1444,0.113103,0.157895
1445,0.106705,0.0789474
1446,0.101605,0.0789474
1447,0.105074,0.0789474
1448,0.103968,0.0526316
1449,0.0994752,0.0789474
1450,0.103149,0.0526316
1451,0.106548,0.0789474
1452,0.105842,0.0789474
1453,0.109466,0.131579
1454,0.114261,0.184211
1455,0.11269,0.157895
1456,0.111363,0.157895
1457,0.110441,0.157895
1458,0.109131,0.131579
1459,0.103696,0.0789474
1460,0.0992589,0.0789474
1461,0.0986215,0.0789474
1462,0.0981944,0.0789474
1463,0.0960151,0.105263
1464,0.0957527,0.157895
1465,0.0982348,0.0789474
1466,0.100343,0.0789474
1467,0.103733,0.0789474
1468,0.10284,0.0526316
1469,0.106311,0.105263
1470,0.101612,0.105263
1471,0.104841,0.0789474
1472,0.104124,0.0789474
1473,0.0997498,0.0789474
1474,0.103155,0.0526316
1475,0.101743,0.105263
1476,0.101102,0.105263
1477,0.100362,0.0789474
1478,0.0975508,0.0789474
1479,0.0968331,0.0789474
1480,0.0950696,0.157895
1481,0.0947952,0.157895
1482,0.0973547,0.0789474
1483,0.0970029,0.0789474
1484,0.0945591,0.157895
1485,0.0971496,0.0789474
1486,0.0947723,0.157895
1487,0.0936796,0.157895
1488,0.093623,0.157895
1489,0.0928235,0.157895
1490,0.0945164,0.157895
1491,0.0928826,0.157895
1492,0.0927314,0.157895
1493,0.0921747,0.184211
1494,0.0921145,0.184211
1495,0.0933662,0.157895
1496,0.0954851,0.157895
1497,0.0981464,0.0789474
1498,0.0979424,0.0789474
1499,0.100111,0.0789474
1500,0.0970358,0.0789474
1501,0.0943613,0.157895
1502,0.0963194,0.105263
1503,0.0993334,0.0789474
1504,0.0961149,0.0789474
1505,0.0959804,0.105263
1506,0.0998266,0.0789474
1507,0.103003,0.0526316
1508,0.106058,0.105263
1509,0.110154,0.157895
1510,0.10439,0.0789474
1511,0.0997253,0.0789474
1512,0.0963815,0.0789474
1513,0.0991404,0.0789474
1514,0.0958504,0.0789474
1515,0.095624,0.0789474
1516,0.0939877,0.157895
1517,0.0967817,0.0789474
1518,0.0941425,0.157895
1519,0.0961702,0.0789474
1520,0.0995658,0.0789474
1521,0.102356,0.0526316
1522,0.101349,0.105263
1523,0.105737,0.105263
1524,0.109118,0.131579
1525,0.111813,0.157895
1526,0.114574,0.184211
1527,0.107704,0.131579
1528,0.102156,0.0789474
1529,0.0982672,0.0789474
1530,0.101853,0.105263
1531,0.105595,0.0789474
1532,0.104695,0.0789474
1533,0.102861,0.0526316
1534,0.0988649,0.0789474
1535,0.0964137,0.0789474
1536,0.0982529,0.0789474
1537,0.100276,0.0789474
1538,0.103711,0.0526316
1539,0.102805,0.0526316
1540,0.101599,0.105263
1541,0.100532,0.0789474
1542,0.102747,0.0526316
1543,0.101835,0.105263
1544,0.097786,0.0789474
1545,0.0948124,0.131579
1546,0.0977443,0.0789474
1547,0.0970485,0.0789474
1548,0.100031,0.0789474
1549,0.104107,0.0789474
1550,0.102969,0.0789474
1551,0.0984799,0.0789474
1552,0.100595,0.105263
1553,0.0971246,0.0789474
1554,0.101047,0.105263
1555,0.105667,0.105263
1556,0.110239,0.157895
1557,0.105175,0.0789474
1558,0.10058,0.105263
1559,0.0996182,0.0789474
1560,0.0960279,0.0789474
1561,0.0935016,0.157895
1562,0.0921858,0.157895
1563,0.0920089,0.157895
1564,0.0933961,0.157895
1565,0.0920648,0.157895
1566,0.0936468,0.184211
1567,0.0933792,0.157895
1568,0.0953654,0.0789474
1569,0.0937379,0.184211
1570,0.0920615,0.157895
1571,0.0939741,0.157895
1572,0.0953692,0.0789474
1573,0.0931236,0.157895
1574,0.0913992,0.157895
1575,0.0912021,0.157895
1576,0.0920892,0.157895
1577,0.0937579,0.157895
1578,0.0934335,0.184211
1579,0.096088,0.0789474
1580,0.0987272,0.0789474
1581,0.101495,0.0526316
1582,0.104506,0.0789474
1583,0.106804,0.105263
1584,0.101298,0.105263
1585,0.106539,0.105263
1586,0.101435,0.0789474
1587,0.0976393,0.0789474
1588,0.0946677,0.0789474
1589,0.0974572,0.0789474
1590,0.101086,0.105263
1591,0.104075,0.0789474
1592,0.108248,0.131579
1593,0.112789,0.157895
1594,0.116996,0.184211
1595,0.1197,0.210526
1596,0.112506,0.157895
1597,0.106969,0.0789474
1598,0.111652,0.131579
1599,0.105421,0.0789474
1600,0.10401,0.0789474
1601,0.0993698,0.0789474
1602,0.0960491,0.0789474
1603,0.098579,0.0789474
1604,0.0976354,0.0789474
1605,0.101479,0.0526316
1606,0.0972528,0.0789474
1607,0.0965111,0.0789474
1608,0.0993115,0.0789474
1609,0.104343,0.0789474
1610,0.0998296,0.105263
1611,0.0989734,0.0789474
1612,0.10302,0.0789474
1613,0.0990199,0.0789474
1614,0.098258,0.0789474
1615,0.09571,0.0789474
1616,0.0951152,0.0789474
1617,0.092416,0.157895
1618,0.0921127,0.157895
1619,0.0909298,0.157895
1620,0.0907957,0.157895
1621,0.0917207,0.157895
1622,0.0914804,0.157895
1623,0.0905812,0.157895
1624,0.0923771,0.184211
1625,0.0939377,0.0789474
1626,0.0922379,0.157895
1627,0.0910892,0.157895
1628,0.0909585,0.157895
1629,0.0903106,0.157895
1630,0.0909763,0.157895
1631,0.0900353,0.157895
1632,0.0907559,0.157895
1633,0.092282,0.184211
1634,0.0918378,0.157895
1635,0.0915465,0.157895
1636,0.0932599,0.105263
1637,0.092816,0.157895
1638,0.0956722,0.0789474
1639,0.0990003,0.105263
1640,0.102753,0.0789474
1641,0.10588,0.131579
1642,0.10129,0.0526316
1643,0.105665,0.105263
1644,0.104212,0.0789474
1645,0.110004,0.157895
1646,0.114891,0.184211
1647,0.107381,0.131579
1648,0.111709,0.157895
1649,0.115899,0.210526
1650,0.10882,0.131579
1651,0.108095,0.131579
1652,0.106935,0.131579
1653,0.110853,0.157895
1654,0.109307,0.131579
1655,0.103517,0.0789474
1656,0.107973,0.131579
1657,0.106421,0.131579
1658,0.101141,0.0789474
1659,0.104882,0.105263
1660,0.0996286,0.0526316
1661,0.0961033,0.0789474
1662,0.100647,0.0526316
1663,0.106034,0.131579
1664,0.110642,0.157895
1665,0.104172,0.0789474
1666,0.0999291,0.0526316
1667,0.0988143,0.105263
1668,0.101646,0.0789474
1669,0.105591,0.105263
1670,0.109574,0.131579
1671,0.114493,0.184211
1672,0.107568,0.131579
1673,0.106245,0.131579
1674,0.110264,0.131579
1675,0.108665,0.131579
1676,0.102454,0.0789474
1677,0.10593,0.105263
1678,0.108382,0.131579
1679,0.110723,0.131579
1680,0.108625,0.131579
1681,0.10345,0.0789474
1682,0.0987735,0.105263
1683,0.0981073,0.0789474
1684,0.0948733,0.0789474
1685,0.0976813,0.0789474
1686,0.101665,0.0789474
1687,0.103792,0.0789474
1688,0.109545,0.131579
1689,0.11517,0.184211
1690,0.10843,0.131579
1691,0.111597,0.157895
1692,0.105281,0.105263
1693,0.108923,0.131579
1694,0.111246,0.131579
1695,0.116955,0.184211
1696,0.109752,0.131579
1697,0.104152,0.0789474
1698,0.103304,0.0789474
1699,0.105488,0.0789474
1700,0.110133,0.131579
1701,0.113072,0.157895
1702,0.111311,0.131579
1703,0.109844,0.131579
1704,0.104656,0.0789474
1705,0.108544,0.131579
1706,0.103166,0.0789474
1707,0.107695,0.131579
1708,0.106039,0.105263
1709,0.108536,0.131579
1710,0.113053,0.157895
1711,0.11615,0.184211
1712,0.109196,0.131579
1713,0.113874,0.157895
1714,0.118934,0.210526
1715,0.117454,0.210526
1716,0.122559,0.236842
1717,0.114648,0.184211
1718,0.118794,0.210526
1719,0.116127,0.184211
1720,0.114451,0.184211
1721,0.107481,0.131579
1722,0.106429,0.131579
1723,0.105461,0.131579
1724,0.104124,0.105263
1725,0.102815,0.0789474
1726,0.106072,0.131579
1727,0.111399,0.157895
1728,0.10547,0.131579
1729,0.103318,0.0789474
1730,0.107365,0.131579
1731,0.111283,0.157895
1732,0.105348,0.131579
1733,0.0998779,0.0526316
1734,0.104132,0.105263
1735,0.106902,0.131579
1736,0.105143,0.131579
1737,0.110449,0.157895
1738,0.104508,0.105263
1739,0.10827,0.131579
1740,0.103405,0.0789474
1741,0.102235,0.0789474
1742,0.106194,0.131579
1743,0.104623,0.131579
1744,0.0998382,0.0526316
1745,0.103002,0.0789474
1746,0.106844,0.131579
1747,0.105221,0.131579
1748,0.107375,0.131579
1749,0.110456,0.157895
1750,0.105161,0.131579
1751,0.100253,0.0789474
1752,0.0972141,0.105263
1753,0.0935926,0.0789474
1754,0.0951766,0.0789474
1755,0.097289,0.105263
1756,0.0965777,0.0789474
1757,0.0928943,0.0789474
1758,0.0910107,0.157895
1759,0.0892236,0.157895
1760,0.0907093,0.157895
1761,0.0906275,0.184211
1762,0.0894122,0.157895
1763,0.0885793,0.157895
1764,0.088533,0.157895
1765,0.0882636,0.157895
1766,0.0881011,0.184211
1767,0.0882917,0.157895
1768,0.0892388,0.157895
1769,0.0904969,0.184211
1770,0.0921769,0.0789474
1771,0.090542,0.184211
1772,0.0892053,0.157895
1773,0.0885381,0.157895
1774,0.0882061,0.184211
1775,0.0881286,0.184211
1776,0.0886868,0.157895
1777,0.0898836,0.157895
1778,0.0887425,0.157895
1779,0.0885313,0.157895
1780,0.0902407,0.184211
1781,0.0925098,0.0789474
1782,0.0906835,0.157895
1783,0.0890158,0.157895
1784,0.0888179,0.157895
1785,0.088284,0.157895
1786,0.0880195,0.157895
1787,0.0879687,0.157895
1788,0.0888522,0.157895
1789,0.0884443,0.157895
1790,0.0891354,0.157895
1791,0.0904196,0.184211
1792,0.0888955,0.157895
1793,0.0882908,0.157895
1794,0.0881717,0.157895
1795,0.0892262,0.157895
1796,0.0891088,0.157895
1797,0.0911957,0.0789474
1798,0.0897378,0.157895
1799,0.0889358,0.157895
1800,0.0880955,0.157895
1801,0.0880052,0.157895
1802,0.0879186,0.157895
1803,0.0878654,0.157895
1804,0.0877407,0.184211
1805,0.0878912,0.157895
1806,0.0877354,0.157895
1807,0.0876891,0.184211
1808,0.0879578,0.210526
1809,0.0881216,0.210526
1810,0.0886492,0.210526
1811,0.0879857,0.210526
1812,0.0880233,0.210526
1813,0.0884876,0.210526
1814,0.0888837,0.210526
1815,0.0889387,0.210526
1816,0.0879531,0.210526
1817,0.0885201,0.210526
1818,0.0886283,0.210526
1819,0.0886582,0.210526
1820,0.0879138,0.210526
1821,0.0877046,0.210526
1822,0.0877638,0.184211
1823,0.0882552,0.157895
1824,0.0894311,0.157895
1825,0.0891199,0.157895
1826,0.0889396,0.157895
1827,0.0882274,0.157895
1828,0.0880202,0.157895
1829,0.0879138,0.157895
1830,0.0875022,0.184211
1831,0.0874559,0.184211
1832,0.0874512,0.210526
1833,0.0876829,0.157895
1834,0.0876333,0.157895
1835,0.0886883,0.157895
1836,0.0899462,0.157895
1837,0.0885443,0.157895
1838,0.0897647,0.157895
1839,0.089453,0.184211
1840,0.0893007,0.184211
1841,0.089071,0.157895
1842,0.0884662,0.157895
1843,0.0897961,0.157895
1844,0.0883258,0.157895
1845,0.0881835,0.157895
1846,0.0895387,0.184211
1847,0.0887391,0.157895
1848,0.0882041,0.157895
1849,0.089965,0.157895
1850,0.0884071,0.157895
1851,0.0876877,0.157895
1852,0.0885083,0.157895
1853,0.0883433,0.157895
1854,0.0875068,0.157895
1855,0.087471,0.157895
1856,0.0883971,0.157895
1857,0.087439,0.157895
1858,0.0879133,0.157895
1859,0.0878416,0.157895
1860,0.08779,0.157895
1861,0.0884259,0.157895
1862,0.0883666,0.157895
1863,0.0899379,0.157895
1864,0.0923059,0.0789474
1865,0.0918149,0.0789474
1866,0.0914536,0.0789474
1867,0.0913307,0.0789474
1868,0.0910229,0.0789474
1869,0.0923241,0.0789474
1870,0.0942039,0.0789474
1871,0.0966413,0.105263
1872,0.0957677,0.0789474
1873,0.0949964,0.0789474
1874,0.0941644,0.0789474
1875,0.091331,0.0789474
1876,0.0904998,0.0789474
1877,0.0934325,0.0789474
1878,0.0931149,0.0789474
1879,0.0928038,0.0789474
1880,0.0906462,0.0789474
1881,0.0888638,0.157895
1882,0.0880174,0.157895
1883,0.0874737,0.157895
1884,0.0872528,0.157895
1885,0.0872274,0.184211
1886,0.0873278,0.210526
1887,0.0873402,0.210526
1888,0.0873702,0.210526
1889,0.0873978,0.210526
1890,0.0871553,0.184211
1891,0.0875167,0.157895
1892,0.0873827,0.157895
1893,0.0873622,0.157895
1894,0.0872746,0.157895
1895,0.0880659,0.157895
1896,0.0877609,0.157895
1897,0.0890738,0.184211
1898,0.0889899,0.184211
1899,0.0887781,0.157895
1900,0.0905916,0.0789474
1901,0.0935754,0.0789474
1902,0.093095,0.0789474
1903,0.092799,0.0789474
1904,0.0922791,0.0789474
1905,0.0947055,0.0789474
1906,0.0982378,0.0789474
1907,0.0941936,0.0789474
1908,0.091822,0.0789474
1909,0.0945885,0.0789474
1910,0.0978847,0.0789474
1911,0.10065,0.0789474
1912,0.0995252,0.0789474
1913,0.0949986,0.0789474
1914,0.0943454,0.0789474
1915,0.0941483,0.0789474
1916,0.0910957,0.0789474
1917,0.0893558,0.184211
1918,0.0907416,0.0789474
1919,0.0904914,0.0789474
1920,0.0890267,0.184211
1921,0.0881168,0.157895
1922,0.0874057,0.157895
1923,0.0886624,0.157895
1924,0.0879657,0.157895
1925,0.0874928,0.157895
1926,0.0874621,0.157895
1927,0.0871809,0.157895
1928,0.0880513,0.157895
1929,0.0873678,0.157895
1930,0.0879801,0.157895
1931,0.0879499,0.157895
1932,0.089249,0.157895
1933,0.0878836,0.157895
1934,0.0870662,0.157895
1935,0.087037,0.157895
1936,0.0870209,0.157895
1937,0.0868663,0.157895
1938,0.0869222,0.184211
1939,0.0873572,0.157895
1940,0.0881113,0.157895
1941,0.0898662,0.0789474
1942,0.0883044,0.157895
1943,0.0876957,0.157895
1944,0.0871131,0.157895
1945,0.0868006,0.157895
1946,0.0878586,0.157895
1947,0.0876813,0.157895
1948,0.0893669,0.131579
1949,0.0910813,0.0789474
1950,0.0896274,0.105263
1951,0.0893077,0.131579
1952,0.0891945,0.157895
1953,0.0889653,0.184211
1954,0.0877911,0.157895
1955,0.0890964,0.157895
1956,0.0910612,0.0789474
1957,0.0906651,0.0789474
1958,0.0926577,0.0789474
1959,0.0922174,0.0789474
1960,0.0958295,0.105263
1961,0.0929939,0.0789474
1962,0.0967548,0.0526316
1963,0.093017,0.0789474
1964,0.0924551,0.0789474
1965,0.0940113,0.0789474
1966,0.0917889,0.0789474
1967,0.0912995,0.0789474
1968,0.0890218,0.157895
1969,0.0888524,0.157895
1970,0.0910763,0.0789474
1971,0.0931855,0.0789474
1972,0.0965865,0.0789474
1973,0.0994737,0.0789474
1974,0.0948568,0.0789474
1975,0.0944855,0.0789474
1976,0.0979212,0.0789474
1977,0.0971674,0.0526316
1978,0.0945364,0.0789474
1979,0.0914277,0.0789474
1980,0.0912567,0.0789474
1981,0.0933183,0.0789474
1982,0.0961408,0.105263
1983,0.100016,0.0789474
1984,0.0996908,0.0789474
1985,0.102707,0.105263
1986,0.0983582,0.0789474
1987,0.100963,0.0789474
1988,0.104598,0.131579
1989,0.102963,0.131579
1990,0.101552,0.105263
1991,0.0965245,0.105263
1992,0.0991152,0.0789474
1993,0.102274,0.105263
1994,0.106511,0.131579
1995,0.111853,0.184211
1996,0.110461,0.157895
1997,0.114105,0.184211
1998,0.118297,0.236842
1999,0.120329,0.236842
2000,0.118671,0.236842
2001,0.111578,0.184211
2002,0.105443,0.131579
2003,0.109619,0.157895
2004,0.103041,0.105263
2005,0.107397,0.157895
2006,0.111552,0.157895
2007,0.116296,0.210526
2008,0.10971,0.157895
2009,0.11175,0.157895
2010,0.115575,0.184211
2011,0.108631,0.157895
2012,0.107243,0.131579
2013,0.109905,0.157895
2014,0.111943,0.184211
2015,0.109686,0.157895
2016,0.10849,0.157895
2017,0.11072,0.157895
2018,0.104058,0.131579
2019,0.0992755,0.0789474
2020,0.0949516,0.0789474
2021,0.0976576,0.0526316
2022,0.101717,0.0789474
2023,0.104633,0.131579
2024,0.102897,0.105263
2025,0.0978624,0.0526316
2026,0.0944938,0.0789474
2027,0.09813,0.0526316
2028,0.0975449,0.0526316
2029,0.102173,0.105263
2030,0.104681,0.131579
2031,0.108749,0.157895
2032,0.106837,0.131579
2033,0.110361,0.157895
2034,0.114558,0.184211
2035,0.112583,0.184211
2036,0.105775,0.131579
2037,0.104881,0.131579
2038,0.103536,0.131579
2039,0.108817,0.157895
2040,0.103633,0.131579
2041,0.0982489,0.0526316
2042,0.0974807,0.0526316
2043,0.0937848,0.0789474
2044,0.0955416,0.105263
2045,0.0946854,0.0789474
2046,0.0983295,0.0789474
2047,0.103049,0.131579
2048,0.107119,0.157895
2049,0.11174,0.184211
2050,0.110001,0.157895
2051,0.114297,0.210526
2052,0.107283,0.157895
2053,0.109486,0.157895
2054,0.103235,0.131579
2055,0.101619,0.105263
2056,0.105323,0.131579
2057,0.104407,0.131579
2058,0.103167,0.131579
2059,0.101665,0.105263
2060,0.10378,0.131579
2061,0.102404,0.131579
2062,0.101042,0.105263
2063,0.106549,0.157895
2064,0.100652,0.105263
2065,0.10487,0.131579
2066,0.100049,0.0789474
2067,0.103686,0.131579
2068,0.102234,0.131579
2069,0.098438,0.0789474
2070,0.101802,0.131579
2071,0.100523,0.105263
2072,0.105983,0.157895
2073,0.109641,0.184211
2074,0.107884,0.157895
2075,0.107308,0.157895
2076,0.109484,0.184211
2077,0.10367,0.131579
2078,0.0980806,0.0789474
2079,0.102686,0.131579
2080,0.101677,0.131579
2081,0.10089,0.105263
2082,0.099732,0.0789474
2083,0.0950307,0.105263
2084,0.0973872,0.0789474
2085,0.100859,0.105263
2086,0.096082,0.105263
2087,0.0924103,0.0789474
2088,0.0901322,0.0789474
2089,0.0896901,0.0789474
2090,0.0880906,0.157895
2091,0.0880284,0.184211
2092,0.0907096,0.0789474
2093,0.0905966,0.0789474
2094,0.0888015,0.105263
2095,0.0910876,0.0789474
2096,0.089793,0.0789474
2097,0.0878526,0.184211
2098,0.0868782,0.157895
2099,0.0868069,0.157895
2100,0.0886981,0.105263
2101,0.0879231,0.184211
2102,0.089968,0.0789474
2103,0.0896401,0.0789474
2104,0.0922319,0.0789474
2105,0.0898999,0.0789474
2106,0.0878907,0.184211
2107,0.0867915,0.157895
2108,0.087669,0.157895
2109,0.089172,0.0789474
2110,0.0912506,0.0789474
2111,0.0937765,0.0789474
2112,0.0902975,0.0789474
2113,0.0899419,0.0789474
2114,0.0922551,0.0789474
2115,0.0955129,0.105263
2116,0.0922866,0.0789474
2117,0.0948045,0.105263
2118,0.0966066,0.0526316
2119,0.100569,0.0789474
2120,0.102452,0.131579
2121,0.106832,0.157895
2122,0.105819,0.157895
2123,0.100048,0.0789474
2124,0.102113,0.105263
2125,0.10461,0.131579
2126,0.0990276,0.0789474
2127,0.0970936,0.0526316
2128,0.0990456,0.0789474
2129,0.103249,0.131579
2130,0.10665,0.157895
2131,0.112306,0.184211
2132,0.116385,0.210526
2133,0.109429,0.157895
2134,0.103154,0.131579
2135,0.0981168,0.0789474
2136,0.0940614,0.0789474
2137,0.0909226,0.0789474
2138,0.0887712,0.105263
2139,0.0908702,0.0789474
2140,0.0897349,0.0789474
2141,0.0881297,0.131579
2142,0.0878564,0.157895
2143,0.0899255,0.0789474
2144,0.0880076,0.157895
2145,0.0899177,0.0789474
2146,0.0893471,0.0789474
2147,0.0888781,0.0789474
