epoch_count,regression_error,classification_error
2148,0.090413,0.0789474
2149,0.0898288,0.0789474
2150,0.0912195,0.0789474
2151,0.0907027,0.0789474
2152,0.0885945,0.105263
2153,0.0883986,0.105263
2154,0.0904214,0.0789474
2155,0.089118,0.0789474
2156,0.0878348,0.157895
2157,0.0867895,0.157895
2158,0.0865265,0.157895
2159,0.0879488,0.184211
2160,0.0869383,0.157895
2161,0.0863036,0.157895
2162,0.0862017,0.157895
2163,0.0873526,0.157895
2164,0.0861044,0.157895
2165,0.0860081,0.157895
2166,0.0859587,0.157895
2167,0.0858578,0.157895
2168,0.0866737,0.157895
2169,0.0866402,0.157895
2170,0.0881399,0.105263
2171,0.087793,0.157895
2172,0.0899777,0.0789474
2173,0.091947,0.0789474
2174,0.0914555,0.0789474
2175,0.0891004,0.0789474
2176,0.0875117,0.157895
2177,0.0872898,0.157895
2178,0.0864413,0.157895
2179,0.0863947,0.157895
2180,0.0859511,0.157895
2181,0.0858398,0.157895
2182,0.0862494,0.157895
2183,0.086077,0.157895
2184,0.0873039,0.157895
2185,0.089316,0.0789474
2186,0.0888447,0.0789474
2187,0.0916405,0.0789474
2188,0.0900171,0.0789474
2189,0.0876368,0.157895
2190,0.0874284,0.157895
2191,0.0893757,0.0789474
2192,0.0882528,0.105263
2193,0.0871949,0.157895
2194,0.0859751,0.157895
2195,0.0858984,0.157895
2196,0.0869272,0.157895
2197,0.0867778,0.157895
2198,0.0885313,0.0789474
2199,0.090498,0.0789474
2200,0.0927763,0.0789474
2201,0.0971773,0.0789474
2202,0.101602,0.131579
2203,0.103264,0.131579
2204,0.101813,0.131579
2205,0.101429,0.131579
2206,0.101158,0.131579
2207,0.102985,0.131579
2208,0.102179,0.131579
2209,0.0966986,0.0789474
2210,0.0964434,0.0789474
2211,0.0923934,0.0789474
2212,0.0919292,0.0789474
2213,0.094951,0.105263
2214,0.0965855,0.0526316
2215,0.0955755,0.0789474
2216,0.0998331,0.105263
2217,0.098965,0.0789474
2218,0.0978533,0.0789474
2219,0.0969131,0.0789474
2220,0.0994606,0.105263
2221,0.0956834,0.0789474
2222,0.0973198,0.0789474
2223,0.0935708,0.105263
2224,0.0905163,0.0789474
2225,0.0928183,0.0789474
2226,0.0944922,0.105263
2227,0.0966639,0.0526316
2228,0.0933969,0.0789474
2229,0.0960665,0.0789474
2230,0.0944606,0.105263
2231,0.0940007,0.105263
2232,0.0968599,0.0789474
2233,0.100567,0.105263
2234,0.102884,0.131579
2235,0.101603,0.131579
2236,0.0969749,0.0789474
2237,0.0959381,0.0789474
2238,0.0997297,0.105263
2239,0.102419,0.131579
2240,0.101775,0.131579
2241,0.0979719,0.0789474
2242,0.10136,0.131579
2243,0.103346,0.131579
2244,0.101919,0.131579
2245,0.097086,0.0789474
2246,0.100266,0.105263
2247,0.09579,0.0789474
2248,0.0992628,0.105263
2249,0.102139,0.131579
2250,0.101747,0.131579
2251,0.104885,0.157895
2252,0.103323,0.157895
2253,0.10768,0.157895
2254,0.110048,0.184211
2255,0.111617,0.184211
2256,0.113966,0.210526
2257,0.118617,0.236842
2258,0.11681,0.236842
2259,0.109478,0.184211
2260,0.104124,0.157895
2261,0.108315,0.157895
2262,0.113577,0.210526
2263,0.117466,0.236842
2264,0.119271,0.236842
2265,0.111132,0.184211
2266,0.104805,0.157895
2267,0.0992475,0.105263
2268,0.0946924,0.105263
2269,0.0977309,0.0789474
2270,0.0970199,0.0789474
2271,0.0937075,0.105263
2272,0.0900396,0.0789474
2273,0.0917814,0.0789474
2274,0.091249,0.0789474
2275,0.0934024,0.105263
2276,0.093255,0.105263
2277,0.0924399,0.0789474
2278,0.0953944,0.0789474
2279,0.0991371,0.105263
2280,0.09437,0.105263
2281,0.0977163,0.0789474
2282,0.0934435,0.105263
2283,0.0913656,0.0789474
2284,0.0938034,0.105263
2285,0.0970116,0.0789474
2286,0.0965246,0.0789474
2287,0.0925904,0.0789474
2288,0.09178,0.0789474
2289,0.0939346,0.105263
2290,0.0963284,0.0789474
2291,0.0924916,0.0789474
2292,0.0901704,0.0789474
2293,0.0898352,0.0789474
2294,0.0911573,0.0789474
2295,0.0930465,0.105263
2296,0.0926835,0.0789474
2297,0.091871,0.0789474
2298,0.0940885,0.105263
2299,0.0914167,0.0789474
2300,0.0946196,0.105263
2301,0.0983704,0.0789474
2302,0.100896,0.131579
2303,0.100195,0.105263
2304,0.102104,0.131579
2305,0.0970091,0.0789474
2306,0.0931168,0.105263
2307,0.0962409,0.0789474
2308,0.0935071,0.105263
2309,0.0929549,0.0789474
2310,0.0958441,0.105263
2311,0.0922642,0.0789474
2312,0.0961201,0.105263
2313,0.0928783,0.0789474
2314,0.0969755,0.0789474
2315,0.0957801,0.0789474
2316,0.091671,0.0789474
2317,0.0895368,0.0789474
2318,0.0927144,0.0789474
2319,0.0895958,0.0789474
2320,0.0872096,0.105263
2321,0.0868303,0.105263
2322,0.0856751,0.157895
2323,0.0854941,0.157895
2324,0.0848052,0.157895
2325,0.0847678,0.157895
2326,0.0847589,0.157895
2327,0.084616,0.157895
2328,0.0845128,0.157895
2329,0.0848714,0.157895
2330,0.0848655,0.157895
2331,0.0846291,0.157895
2332,0.0844914,0.157895
2333,0.0847924,0.157895
2334,0.0846099,0.157895
2335,0.0843784,0.157895
2336,0.0844033,0.157895
2337,0.0844692,0.157895
2338,0.0844267,0.157895
2339,0.084364,0.157895
2340,0.0846048,0.157895
2341,0.0843083,0.157895
2342,0.0843446,0.157895
2343,0.0844204,0.184211
2344,0.0845885,0.210526
2345,0.0846001,0.210526
2346,0.084622,0.210526
2347,0.0843953,0.157895
2348,0.0844553,0.157895
2349,0.0843175,0.157895
2350,0.0843333,0.157895
2351,0.0842718,0.157895
2352,0.0843997,0.184211
2353,0.0847298,0.210526
2354,0.0849736,0.210526
2355,0.0850427,0.210526
2356,0.0843934,0.184211
2357,0.0842039,0.157895
2358,0.0842076,0.157895
2359,0.0842178,0.157895
2360,0.0842505,0.157895
2361,0.0842672,0.157895
2362,0.0849552,0.157895
2363,0.0862155,0.105263
2364,0.0860505,0.131579
2365,0.0851139,0.157895
2366,0.0850388,0.157895
2367,0.0845733,0.157895
2368,0.0841354,0.157895
2369,0.0843782,0.157895
2370,0.0841846,0.157895
2371,0.0841572,0.157895
2372,0.0848492,0.157895
2373,0.0847848,0.157895
2374,0.0847244,0.157895
2375,0.0842942,0.157895
2376,0.0845782,0.157895
2377,0.0845587,0.157895
2378,0.0844727,0.157895
2379,0.0848745,0.157895
2380,0.0847348,0.157895
2381,0.0859567,0.131579
2382,0.0878238,0.0789474
2383,0.087719,0.0789474
2384,0.0894272,0.0789474
2385,0.0908486,0.0789474
2386,0.0947541,0.0789474
2387,0.0937087,0.105263
2388,0.0968899,0.0789474
2389,0.09942,0.105263
2390,0.0983479,0.105263
2391,0.0978448,0.105263
2392,0.0938418,0.0789474
2393,0.0901799,0.0789474
2394,0.0876728,0.0789474
2395,0.0900678,0.0789474
2396,0.0912951,0.0789474
2397,0.0940727,0.105263
2398,0.0938015,0.105263
2399,0.0965938,0.0789474
2400,0.0957429,0.0789474
2401,0.0954373,0.0789474
2402,0.091776,0.105263
2403,0.0891711,0.0789474
2404,0.0903694,0.0789474
2405,0.0934822,0.105263
2406,0.0958871,0.0789474
2407,0.0998902,0.131579
2408,0.0964881,0.0789474
2409,0.101154,0.131579
2410,0.104617,0.157895
2411,0.109612,0.184211
2412,0.10239,0.157895
2413,0.107353,0.157895
2414,0.106814,0.157895
2415,0.110508,0.184211
2416,0.1122,0.184211
2417,0.115408,0.236842
2418,0.117575,0.236842
2419,0.121291,0.315789
2420,0.112617,0.184211
2421,0.110378,0.184211
2422,0.109266,0.184211
2423,0.113614,0.210526
2424,0.116566,0.236842
2425,0.108529,0.157895
2426,0.103335,0.157895
2427,0.0974638,0.0789474
2428,0.102145,0.131579
2429,0.105825,0.157895
2430,0.108022,0.157895
2431,0.113603,0.184211
2432,0.117367,0.236842
2433,0.121716,0.289474
2434,0.126669,0.342105
2435,0.125721,0.342105
2436,0.129164,0.368421
2437,0.120308,0.236842
2438,0.125282,0.342105
2439,0.12847,0.342105
2440,0.133148,0.368421
2441,0.134769,0.368421
2442,0.126345,0.342105
2443,0.129139,0.342105
2444,0.132151,0.368421
2445,0.128651,0.342105
2446,0.126016,0.342105
2447,0.130837,0.368421
2448,0.128183,0.368421
2449,0.13156,0.368421
2450,0.129726,0.368421
2451,0.120607,0.289474
2452,0.118494,0.236842
2453,0.122161,0.342105
2454,0.113476,0.210526
2455,0.106616,0.157895
2456,0.100748,0.131579
2457,0.096469,0.0789474
2458,0.0922822,0.105263
2459,0.0951247,0.0526316
2460,0.0942105,0.0789474
2461,0.0933589,0.105263
2462,0.0902248,0.0789474
2463,0.0899427,0.0789474
2464,0.0893021,0.0789474
2465,0.0890985,0.0789474
2466,0.0878367,0.0789474
2467,0.086721,0.0789474
2468,0.0852148,0.157895
2469,0.0850597,0.157895
2470,0.0843541,0.157895
2471,0.085384,0.157895
2472,0.0841142,0.157895
2473,0.083901,0.157895
2474,0.0836564,0.157895
2475,0.0840835,0.157895
2476,0.0851066,0.157895
2477,0.0865916,0.0789474
2478,0.0865037,0.0789474
2479,0.0853221,0.157895
2480,0.0847822,0.157895
2481,0.0839871,0.157895
2482,0.084873,0.157895
2483,0.084135,0.157895
2484,0.0840015,0.157895
2485,0.0845158,0.157895
2486,0.0852431,0.157895
2487,0.0845937,0.157895
2488,0.0841657,0.157895
2489,0.0841407,0.157895
2490,0.0843977,0.157895
2491,0.0844122,0.184211
2492,0.0840006,0.157895
2493,0.0840668,0.157895
2494,0.0841003,0.157895
2495,0.0844609,0.157895
2496,0.0858506,0.157895
2497,0.085079,0.157895
2498,0.0842457,0.157895
2499,0.0840636,0.157895
2500,0.0851463,0.157895
2501,0.0842323,0.157895
2502,0.084083,0.157895
2503,0.0838596,0.157895
2504,0.0837819,0.157895
2505,0.0848454,0.131579
2506,0.0845766,0.157895
2507,0.084192,0.157895
2508,0.083891,0.157895
2509,0.0837923,0.157895
2510,0.0836919,0.157895
2511,0.084424,0.157895
2512,0.0842297,0.157895
2513,0.0838321,0.157895
2514,0.083552,0.157895
2515,0.0834993,0.157895
2516,0.0841586,0.157895
2517,0.0837264,0.157895
2518,0.0834018,0.157895
2519,0.0835689,0.184211
2520,0.0833788,0.157895
2521,0.083373,0.157895
2522,0.0833939,0.157895
2523,0.0834076,0.157895
2524,0.0835091,0.157895
2525,0.0833746,0.157895
2526,0.0833707,0.157895
2527,0.0836591,0.157895
2528,0.0849211,0.157895
2529,0.0866999,0.0789474
2530,0.0853596,0.105263
2531,0.0844456,0.157895
2532,0.0836884,0.157895
2533,0.0835908,0.157895
2534,0.0843478,0.157895
2535,0.0858872,0.0789474
2536,0.0855779,0.105263
2537,0.0871627,0.0789474
2538,0.0891645,0.0789474
2539,0.092099,0.105263
2540,0.0887369,0.0789474
2541,0.0907783,0.105263
2542,0.0882664,0.0789474
2543,0.091514,0.105263
2544,0.0953504,0.0789474
2545,0.0982778,0.105263
2546,0.0935573,0.0789474
2547,0.0979383,0.105263
2548,0.100374,0.131579
2549,0.105311,0.157895
2550,0.0992751,0.105263
2551,0.103185,0.157895
2552,0.102291,0.157895
2553,0.0964799,0.0789474
2554,0.0924452,0.105263
2555,0.0915799,0.105263
2556,0.0907401,0.105263
2557,0.0920672,0.105263
2558,0.0911967,0.105263
2559,0.0949376,0.0789474
2560,0.0939739,0.0526316
2561,0.0964818,0.0789474
2562,0.0953099,0.0789474
2563,0.0947625,0.0789474
2564,0.0905999,0.105263
2565,0.0934391,0.0789474
2566,0.0905793,0.105263
2567,0.0885885,0.0789474
2568,0.0877292,0.0789474
2569,0.0907051,0.105263
2570,0.0935052,0.0789474
2571,0.0958815,0.0789474
2572,0.0949228,0.0789474
2573,0.0978162,0.105263
2574,0.100214,0.157895
2575,0.0961768,0.0789474
2576,0.0923504,0.105263
2577,0.0935786,0.0789474
2578,0.095845,0.0789474
2579,0.0975398,0.105263
2580,0.0939522,0.0526316
2581,0.0930129,0.0789474
2582,0.0965383,0.0789474
2583,0.100464,0.157895
2584,0.0952206,0.0789474
2585,0.0907139,0.105263
2586,0.0889792,0.0789474
2587,0.088319,0.0789474
2588,0.0865694,0.0789474
2589,0.087939,0.0789474
2590,0.0904322,0.0789474
2591,0.0925441,0.105263
2592,0.0958593,0.0789474
2593,0.0946351,0.0789474
2594,0.0936592,0.0789474
2595,0.0902787,0.105263
2596,0.0898223,0.0789474
2597,0.0871842,0.0789474
2598,0.0850947,0.105263
2599,0.084885,0.105263
2600,0.0863958,0.0789474
2601,0.0862303,0.0789474
2602,0.0851264,0.105263
2603,0.0869568,0.0789474
2604,0.0895157,0.0789474
2605,0.0867971,0.0789474
2606,0.0891108,0.0789474
2607,0.0917873,0.105263
2608,0.0944938,0.0789474
2609,0.0982092,0.131579
2610,0.100664,0.157895
2611,0.0999037,0.157895
2612,0.102898,0.157895
2613,0.101657,0.157895
2614,0.0965421,0.0789474
2615,0.0961643,0.0789474
2616,0.0981954,0.131579
2617,0.0969848,0.105263
2618,0.0986721,0.131579
2619,0.0948263,0.0789474
2620,0.0968266,0.105263
2621,0.100158,0.157895
2622,0.099692,0.131579
2623,0.103269,0.157895
2624,0.0983769,0.131579
2625,0.094378,0.0789474
2626,0.0975696,0.105263
2627,0.0970091,0.105263
2628,0.0929251,0.0789474
2629,0.0947706,0.0789474
2630,0.090472,0.105263
2631,0.0879511,0.0789474
2632,0.0858458,0.0789474
2633,0.0856988,0.0789474
2634,0.0840261,0.157895
2635,0.0833606,0.157895
2636,0.0832291,0.157895
2637,0.0827765,0.157895
2638,0.0827534,0.157895
2639,0.0831212,0.157895
2640,0.0844538,0.105263
2641,0.0859544,0.0789474
2642,0.0844354,0.105263
2643,0.0832157,0.157895
2644,0.0837673,0.131579
2645,0.0828697,0.157895
2646,0.0828538,0.157895
2647,0.0837901,0.131579
2648,0.0836934,0.131579
2649,0.0829737,0.157895
2650,0.0829597,0.157895
2651,0.0826923,0.157895
2652,0.083027,0.157895
2653,0.0829143,0.157895
2654,0.0838744,0.131579
2655,0.0846943,0.105263
2656,0.0843034,0.157895
2657,0.0840076,0.157895
2658,0.0859096,0.0789474
2659,0.0847946,0.105263
2660,0.0834059,0.157895
2661,0.0849253,0.0789474
2662,0.0877641,0.0789474
2663,0.0859335,0.0789474
2664,0.0848232,0.0789474
2665,0.0870739,0.0789474
2666,0.0867898,0.0789474
2667,0.0857418,0.0789474
2668,0.0856079,0.0789474
2669,0.0883142,0.0789474
2670,0.0857735,0.0789474
2671,0.0874985,0.0789474
2672,0.0899148,0.105263
2673,0.0882281,0.0789474
2674,0.0863745,0.0789474
2675,0.0879127,0.0789474
2676,0.0876998,0.0789474
2677,0.0872524,0.0789474
2678,0.0851337,0.0789474
2679,0.0848659,0.0789474
2680,0.0847575,0.0789474
2681,0.0834018,0.131579
2682,0.0833312,0.157895
2683,0.0832038,0.157895
2684,0.0844604,0.105263
2685,0.086101,0.0789474
2686,0.0859564,0.0789474
2687,0.0840367,0.105263
2688,0.0831731,0.157895
2689,0.0824592,0.157895
2690,0.0829442,0.157895
2691,0.0826465,0.157895
2692,0.0825792,0.157895
2693,0.0836291,0.131579
2694,0.0853805,0.0789474
2695,0.086233,0.0789474
2696,0.0857838,0.0789474
2697,0.086809,0.0789474
2698,0.0867117,0.0789474
2699,0.0862323,0.0789474
2700,0.0881095,0.0789474
2701,0.0879289,0.0789474
2702,0.0910862,0.105263
2703,0.0907733,0.105263
2704,0.0872746,0.0789474
2705,0.0852025,0.0789474
2706,0.08508,0.0789474
2707,0.088034,0.0789474
2708,0.0875545,0.0789474
2709,0.0899701,0.105263
2710,0.0872938,0.0789474
2711,0.0852618,0.0789474
2712,0.0868263,0.0789474
2713,0.084712,0.0789474
2714,0.0837074,0.105263
2715,0.0834604,0.157895
2716,0.0846853,0.0789474
2717,0.084073,0.105263
2718,0.0840443,0.105263
2719,0.0838073,0.105263
2720,0.0836634,0.131579
2721,0.0845207,0.0789474
2722,0.0853164,0.0789474
2723,0.0873187,0.0789474
2724,0.089476,0.0789474
2725,0.0890856,0.0789474
2726,0.0883594,0.0789474
2727,0.0881064,0.0789474
2728,0.0874878,0.0789474
2729,0.0862616,0.0789474
2730,0.0847663,0.0789474
2731,0.0841493,0.105263
2732,0.0827445,0.157895
2733,0.0826864,0.157895
2734,0.0833936,0.157895
2735,0.0824637,0.157895
2736,0.0822682,0.157895
2737,0.0830851,0.157895
2738,0.0825574,0.157895
2739,0.0822883,0.157895
2740,0.0820987,0.157895
2741,0.0820991,0.157895
2742,0.0821144,0.157895
2743,0.0821162,0.157895
2744,0.0821567,0.157895
2745,0.0821748,0.157895
2746,0.0823466,0.157895
2747,0.082562,0.157895
2748,0.0831848,0.157895
2749,0.0836592,0.105263
2750,0.0835062,0.157895
2751,0.0829664,0.157895
2752,0.0839197,0.105263
2753,0.0850231,0.0789474
2754,0.083854,0.105263
2755,0.0860299,0.0789474
2756,0.0839956,0.105263
2757,0.083346,0.157895
2758,0.0828697,0.157895
2759,0.0828266,0.157895
2760,0.0836983,0.105263
2761,0.0861537,0.0789474
2762,0.086072,0.0789474
2763,0.0886438,0.0789474
2764,0.0860955,0.0789474
2765,0.08574,0.0789474
2766,0.0876519,0.0789474
2767,0.0871933,0.0789474
2768,0.0849421,0.0789474
2769,0.0837182,0.105263
2770,0.0834943,0.105263
2771,0.0841889,0.0789474
2772,0.0852805,0.0789474
2773,0.0852312,0.0789474
2774,0.0851189,0.0789474
2775,0.0836816,0.105263
2776,0.0853046,0.0789474
2777,0.0838274,0.105263
2778,0.0826492,0.157895
2779,0.0820263,0.157895
2780,0.0825199,0.157895
2781,0.0820578,0.157895
2782,0.0818834,0.157895
2783,0.0818259,0.157895
2784,0.0818273,0.157895
2785,0.082452,0.157895
2786,0.0823638,0.157895
2787,0.0823505,0.157895
2788,0.0832252,0.105263
2789,0.084774,0.0789474
2790,0.0873323,0.0789474
2791,0.0904767,0.105263
2792,0.0896464,0.105263
2793,0.0888709,0.105263
2794,0.087324,0.0789474
2795,0.0898103,0.105263
2796,0.0877208,0.0789474
2797,0.0853793,0.0789474
2798,0.0874496,0.0789474
2799,0.0899255,0.105263
2800,0.0871311,0.0789474
2801,0.090387,0.105263
2802,0.0932811,0.0789474
2803,0.0965294,0.0789474
2804,0.0980001,0.105263
2805,0.093838,0.0789474
2806,0.0912772,0.105263
2807,0.0906726,0.105263
2808,0.0941311,0.0789474
2809,0.089847,0.0789474
2810,0.0888085,0.0789474
2811,0.0919985,0.105263
2812,0.0886226,0.0789474
2813,0.085916,0.0789474
2814,0.0885529,0.0789474
2815,0.085989,0.0789474
2816,0.0849749,0.0789474
2817,0.083739,0.105263
2818,0.0852575,0.0789474
2819,0.0863892,0.0789474
2820,0.0843527,0.0789474
2821,0.0863138,0.0789474
2822,0.0860163,0.0789474
2823,0.0883721,0.0789474
2824,0.0861454,0.0789474
2825,0.0892848,0.105263
2826,0.0868174,0.0789474
2827,0.0862973,0.0789474
2828,0.0840559,0.0789474
2829,0.0836801,0.0789474
2830,0.0836442,0.0789474
2831,0.0827018,0.157895
2832,0.0824756,0.131579
2833,0.0817705,0.157895
2834,0.0821466,0.157895
2835,0.0814436,0.157895
2836,0.0821413,0.157895
2837,0.081768,0.157895
2838,0.0817514,0.157895
2839,0.0816844,0.157895
2840,0.0816607,0.157895
2841,0.0819924,0.157895
2842,0.081918,0.157895
2843,0.081387,0.157895
2844,0.0814214,0.157895
2845,0.0813866,0.157895
2846,0.0819486,0.157895
2847,0.0828131,0.105263
2848,0.084613,0.0789474
2849,0.0861705,0.0789474
2850,0.0893049,0.105263
2851,0.0889492,0.0789474
2852,0.0883316,0.0789474
2853,0.087538,0.0789474
2854,0.0863759,0.0789474
2855,0.0843824,0.0789474
2856,0.0834392,0.105263
2857,0.0822623,0.157895
2858,0.0830428,0.105263
2859,0.0828631,0.105263
2860,0.0848183,0.0789474
2861,0.0828549,0.105263
2862,0.0825819,0.131579
2863,0.0842047,0.0789474
2864,0.0838082,0.0789474
2865,0.0830146,0.105263
2866,0.0821626,0.157895
2867,0.0820597,0.157895
2868,0.082922,0.105263
2869,0.0843021,0.0789474
2870,0.0828959,0.105263
2871,0.0820886,0.157895
2872,0.081773,0.157895
2873,0.0816787,0.157895
2874,0.0814263,0.157895
2875,0.0816433,0.157895
2876,0.0824324,0.131579
2877,0.0823956,0.157895
2878,0.0837969,0.0789474
2879,0.0862872,0.0789474
2880,0.0846515,0.0789474
2881,0.0831949,0.105263
2882,0.0843114,0.0789474
2883,0.0825463,0.131579
2884,0.0824694,0.131579
2885,0.0840267,0.0789474
2886,0.0864696,0.0789474
2887,0.0893027,0.0789474
2888,0.088407,0.0789474
2889,0.0877479,0.0789474
2890,0.0862722,0.0789474
2891,0.0847964,0.0789474
2892,0.0856618,0.0789474
2893,0.0850676,0.0789474
2894,0.0846785,0.0789474
2895,0.0842297,0.0789474
2896,0.0859299,0.0789474
2897,0.0841202,0.0789474
2898,0.0840769,0.0789474
2899,0.0858357,0.0789474
2900,0.0854777,0.0789474
2901,0.0835649,0.105263
2902,0.085582,0.0789474
2903,0.084645,0.0789474
2904,0.0838938,0.105263
2905,0.0835002,0.105263
2906,0.0823459,0.157895
2907,0.0822565,0.157895
2908,0.0820024,0.157895
2909,0.0831225,0.105263
2910,0.0845521,0.0789474
2911,0.0844193,0.0789474
2912,0.0871281,0.0789474
2913,0.0858323,0.0789474
2914,0.0869217,0.0789474
2915,0.088454,0.0789474
2916,0.086293,0.0789474
2917,0.0844194,0.0789474
2918,0.0869007,0.0789474
2919,0.0847157,0.0789474
2920,0.0839388,0.0789474
2921,0.0862974,0.0789474
2922,0.0885971,0.0789474
2923,0.0858331,0.0789474
2924,0.0853867,0.0789474
2925,0.0865778,0.0789474
2926,0.0863158,0.0789474
2927,0.0875796,0.0789474
2928,0.0849404,0.0789474
2929,0.0830124,0.105263
2930,0.0846278,0.0789474
2931,0.0859531,0.0789474
2932,0.0887344,0.0789474
2933,0.0880896,0.0789474
2934,0.0904675,0.105263
2935,0.093766,0.0526316
2936,0.0955412,0.0789474
2937,0.0989162,0.131579
2938,0.0938373,0.0789474
2939,0.0900302,0.105263
2940,0.0930581,0.0526316
2941,0.0963508,0.105263
2942,0.0960954,0.105263
2943,0.0999544,0.157895
2944,0.0941881,0.0789474
2945,0.0915643,0.0526316
2946,0.0936969,0.0789474
2947,0.0934915,0.0789474
2948,0.0895079,0.105263
2949,0.0939863,0.0789474
2950,0.0928035,0.0789474
2951,0.0946628,0.0789474
2952,0.097955,0.131579
2953,0.0931336,0.0789474
2954,0.0926806,0.0789474
2955,0.0905083,0.0789474
2956,0.0885021,0.105263
2957,0.085326,0.0789474
2958,0.0845276,0.0789474
2959,0.0872818,0.0789474
2960,0.0856766,0.0789474
2961,0.0865512,0.0789474
2962,0.0851231,0.0789474
2963,0.0849487,0.0789474
2964,0.0845095,0.0789474
2965,0.0823534,0.105263
2966,0.083859,0.0789474
2967,0.0826564,0.105263
2968,0.0818409,0.105263
2969,0.0809364,0.157895
2970,0.0807693,0.157895
2971,0.080821,0.157895
2972,0.0815816,0.131579
2973,0.0826738,0.0789474
2974,0.082565,0.105263
2975,0.0812219,0.157895
2976,0.0818538,0.105263
2977,0.0818266,0.105263
2978,0.08321,0.0789474
2979,0.0853117,0.0789474
2980,0.0880162,0.0789474
2981,0.0871092,0.0789474
2982,0.0846881,0.0789474
2983,0.0865974,0.0789474
2984,0.0899201,0.105263
2985,0.0909746,0.0789474
2986,0.08836,0.0789474
2987,0.0916351,0.0789474
2988,0.0907651,0.0789474
2989,0.0899794,0.105263
2990,0.0879518,0.0789474
2991,0.0908114,0.0789474
2992,0.0905335,0.105263
2993,0.0884161,0.0789474
2994,0.0898348,0.105263
2995,0.0911309,0.105263
2996,0.0902713,0.105263
2997,0.0938453,0.0526316
2998,0.0971403,0.105263
2999,0.0994465,0.131579
3000,0.103678,0.157895
3001,0.108504,0.157895
3002,0.106298,0.157895
3003,0.0998406,0.131579
3004,0.0962589,0.0789474
3005,0.0915606,0.105263
3006,0.0905047,0.105263
3007,0.0899805,0.105263
3008,0.0881953,0.0789474
3009,0.0857249,0.0789474
3010,0.0884334,0.0789474
3011,0.0897987,0.0789474
3012,0.0891963,0.0789474
3013,0.0862634,0.0789474
3014,0.0854274,0.0789474
3015,0.0835025,0.0789474
3016,0.0825792,0.105263
3017,0.0814505,0.131579
3018,0.0829688,0.0789474
3019,0.0828655,0.0789474
3020,0.0845662,0.0789474
3021,0.0864626,0.0789474
3022,0.0879909,0.0789474
3023,0.0877192,0.0789474
3024,0.0873103,0.0789474
3025,0.0889041,0.105263
3026,0.0882063,0.105263
3027,0.0873548,0.0789474
3028,0.0907259,0.0789474
3029,0.0869729,0.0789474
3030,0.0843374,0.0789474
3031,0.0858931,0.0789474
3032,0.0843724,0.0789474
3033,0.0832293,0.0789474
3034,0.0831811,0.0789474
3035,0.0819585,0.105263
3036,0.0827253,0.0789474
3037,0.08249,0.0789474
3038,0.0836062,0.0789474
3039,0.0846051,0.0789474
3040,0.0833978,0.0789474
3041,0.0820482,0.105263
3042,0.0809456,0.157895
3043,0.0819107,0.105263
3044,0.0814108,0.105263
3045,0.0808929,0.157895
3046,0.0820338,0.105263
3047,0.0811537,0.131579
3048,0.0808633,0.157895
3049,0.0818339,0.105263
3050,0.0812967,0.105263
3051,0.0824779,0.0789474
3052,0.0842477,0.0789474
3053,0.0841403,0.0789474
3054,0.0835658,0.0789474
3055,0.0828367,0.0789474
3056,0.0824357,0.0789474
3057,0.0821762,0.105263
3058,0.0828174,0.0789474
3059,0.084367,0.0789474
3060,0.0871903,0.0789474
3061,0.0842719,0.0789474
3062,0.0823076,0.0789474
3063,0.082,0.105263
3064,0.0834523,0.0789474
3065,0.0865146,0.0789474
3066,0.0838966,0.0789474
3067,0.0828341,0.0789474
3068,0.0814332,0.105263
3069,0.0830638,0.0789474
3070,0.0822342,0.0789474
3071,0.0819607,0.105263
3072,0.0832404,0.0789474
3073,0.0813916,0.105263
3074,0.0819438,0.105263
3075,0.0817162,0.105263
3076,0.0810795,0.131579
3077,0.0821164,0.0789474
3078,0.0834953,0.0789474
3079,0.0823756,0.0789474
3080,0.0818838,0.105263
3081,0.0817727,0.105263
3082,0.0838304,0.0789474
3083,0.0819243,0.0789474
3084,0.084003,0.0789474
3085,0.0867263,0.0789474
3086,0.0898707,0.0789474
3087,0.0895426,0.0789474
3088,0.085959,0.0789474
3089,0.0884323,0.105263
3090,0.0858234,0.0789474
3091,0.0878742,0.105263
3092,0.0857724,0.0789474
3093,0.0844222,0.0789474
3094,0.0842272,0.0789474
3095,0.0872067,0.105263
3096,0.0842111,0.0789474
3097,0.0823489,0.0789474
3098,0.0834059,0.0789474
3099,0.0819298,0.0789474
3100,0.0833508,0.0789474
3101,0.0851684,0.0789474
3102,0.0848739,0.0789474
3103,0.0870843,0.0789474
3104,0.0895289,0.105263
3105,0.0889779,0.105263
3106,0.0856473,0.0789474
3107,0.0887111,0.105263
3108,0.0866595,0.0789474
3109,0.088803,0.105263
3110,0.0901516,0.0789474
3111,0.0918771,0.0526316
3112,0.0947262,0.105263
3113,0.0993689,0.157895
3114,0.100959,0.157895
3115,0.0998111,0.157895
3116,0.0978862,0.131579
3117,0.102669,0.157895
3118,0.100966,0.157895
3119,0.102327,0.157895
3120,0.0976223,0.131579
3121,0.0958726,0.131579
3122,0.090666,0.0526316
3123,0.0936443,0.0789474
3124,0.0892906,0.105263
3125,0.0870365,0.0789474
3126,0.0867004,0.0789474
3127,0.0879544,0.105263
3128,0.0869926,0.0789474
3129,0.084377,0.0789474
